"elderly_id","name","age","zipcode","city","state","needs"
225,"Carson, Janeah",83,37847,"Pioneer","TN","Tech support (computers, phones), Financial management assistance (budgeting), Mental wellness support (non-clinical), Accessibility modifications (home), Transportation to appointments"
226,"Chacon, Ana",73,75772,"Maydelle","TX","Reading aloud (books, newspapers), Senior center activities, Companionship (social activities), Financial management assistance (budgeting), Accessibility modifications (home), Walking/exercise assistance, Home maintenance (minor repairs), Fall prevention assistance"
227,"Saldivar, Aaron",78,40289,"Louisville","KY","Financial management assistance (budgeting), Educational programs, Travel companionship, Legal assistance referrals, Playing games (cards, board games), Housekeeping, Assistive technology training"
228,"Cordova, Yomira",73,20181,"Nokesville","VA","Cooking meals"
229,"Williams Jr, Mohamed",95,68792,"Wynot","NE","Financial management assistance (budgeting), Travel companionship, Assistive technology training, Pet care"
230,"Arce, Diego",68,4257,"Mexico","ME","Arts and crafts activities, Walking/exercise assistance, Fall prevention assistance, Transportation to appointments, Volunteer coordination, Home maintenance (minor repairs), Legal assistance referrals"
231,"Deer, Asashia",71,2914,"East Providence","RI","Playing games (cards, board games), Senior center activities, Fall prevention assistance"
232,"Palmer, Terrelle",66,28813,"Asheville","NC","Mental wellness support (non-clinical), Home maintenance (minor repairs), Medication reminders (non-medical), Reading aloud (books, newspapers), Mental wellness support (non-clinical), Pet care, Pet care, Senior center activities, Transportation to appointments, Personal care (dressing, bathing - non-medical)"
233,"King, Michael",74,18832,"Monroeton","PA","Music and entertainment, Volunteer coordination"
234,"Spence, Bailey",88,68787,"Wayne","NE","Playing games (cards, board games)"
235,"Verde, Nathaniel",74,19194,"Philadelphia","PA","Tech support (computers, phones), Grocery shopping, Pet care, Volunteer coordination, Social event planning"
236,"Wilbon, Ahmawn",80,71323,"Center Point","LA","Walking/exercise assistance, Home safety assessments, Home safety assessments, Tech support (computers, phones), Arts and crafts activities, Playing games (cards, board games), Senior center activities, Medication reminders (non-medical), Transportation to appointments, Grocery shopping"
237,"Glover, Tyler",70,48726,"Cass City","MI","Accessibility modifications (home), Respite care (for family caregivers), Home safety assessments, Reading aloud (books, newspapers), Accessibility modifications (home)"
238,"Rivera, Marquise",77,52554,"Eldon","IA","Senior center activities"
239,"Ellerman, Stephanie",72,52216,"Clarence","IA","Mental wellness support (non-clinical), Mental wellness support (non-clinical), Music and entertainment"
240,"Beauvais, Michael",85,72729,"Evansville","AR","Housekeeping, Financial management assistance (budgeting), Tech support (computers, phones), Fall prevention assistance, Financial management assistance (budgeting), Arts and crafts activities, Transportation to appointments"
241,"Lee, Min",68,59715,"Bozeman","MT","Errands (post office, dry cleaning), Respite care (for family caregivers), Fall prevention assistance, Mental wellness support (non-clinical), Mental wellness support (non-clinical), Home safety assessments, Home safety assessments, Gardening, Companionship (social activities), Educational programs"
242,"Le, Oswald",79,99653,"Port Alsworth","AK","Music and entertainment, Educational programs, Volunteer coordination"
243,"Gebregzabheir, Chelcy",71,51452,"Lidderdale","IA","Playing games (cards, board games), Companionship (social activities), Senior center activities, Medication reminders (non-medical)"
244,"Arciniega-Rivera Jr, Ilana",85,77477,"Stafford","TX","Assistive technology training, Travel companionship, Playing games (cards, board games)"
245,"Clark, Jenny",82,39121,"Natchez","MS","Companionship (social activities)"
246,"Harris, Noa",67,50454,"Little Cedar","IA","Home maintenance (minor repairs), Mental wellness support (non-clinical), Reading aloud (books, newspapers), Walking/exercise assistance, Respite care (for family caregivers), Grocery shopping, Errands (post office, dry cleaning), Gardening, Fall prevention assistance, Volunteer coordination"
247,"el-Radwan, Nisma",94,17016,"Cornwall","PA","Walking/exercise assistance, Housekeeping, Housekeeping, Mental wellness support (non-clinical), Medication reminders (non-medical), Home maintenance (minor repairs), Mental wellness support (non-clinical), Volunteer coordination, Grocery shopping, Arts and crafts activities"
248,"Clark, Mimi",92,95437,"Fort Bragg","CA","Cooking meals, Tech support (computers, phones), Transportation to appointments, Arts and crafts activities"
249,"Le, Maithreyi",95,98951,"Wapato","WA","Respite care (for family caregivers), Legal assistance referrals, Senior center activities, Cooking meals, Travel companionship, Pet care, Pet care, Housekeeping"
250,"el-Majeed, Shabaan",86,97347,"Grand Ronde","OR","Walking/exercise assistance, Music and entertainment"
251,"Holmes-Moore, Dominique",87,35459,"Emelle","AL","Senior center activities, Reading aloud (books, newspapers), Legal assistance referrals"
252,"Miller, Val",70,95641,"Isleton","CA","Cooking meals, Grocery shopping, Gardening, Respite care (for family caregivers), Companionship (social activities), Errands (post office, dry cleaning), Companionship (social activities), Cooking meals, Tech support (computers, phones), Legal assistance referrals"
253,"Rioja Piedras, Alexah",69,70664,"Sulphur","LA","Personal care (dressing, bathing - non-medical), Cooking meals, Transportation to appointments, Accessibility modifications (home), Transportation to appointments"
254,"Gonzales, Ricardo",77,1850,"Lowell","MA","Arts and crafts activities, Home safety assessments"
255,"al-Rahim, Talaal",67,37383,"Sewanee","TN","Tech support (computers, phones), Walking/exercise assistance"
256,"Thomas, Ilena",74,55311,"Osseo","MN","Personal care (dressing, bathing - non-medical), Transportation to appointments, Educational programs, Transportation to appointments, Gardening, Music and entertainment, Travel companionship, Educational programs, Pet care, Housekeeping"
257,"Castro, Alexander",74,82003,"Cheyenne","WY","Travel companionship, Social event planning, Fall prevention assistance, Accessibility modifications (home)"
258,"al-Mitri, Mu,Aawiya",78,33181,"Miami","FL","Home maintenance (minor repairs), Legal assistance referrals"
259,"John, Devlin",66,28244,"Charlotte","NC","Senior center activities, Housekeeping, Home safety assessments, Arts and crafts activities, Companionship (social activities), Social event planning, Personal care (dressing, bathing - non-medical)"
260,"Ramirez, Ricardo",86,90510,"Torrance","CA","Reading aloud (books, newspapers), Companionship (social activities)"
261,"Kelloff, Clayton",65,8204,"Cape May","NJ","Assistive technology training"
262,"Baumann, Steven",73,77247,"Houston","TX","Companionship (social activities), Gardening, Mental wellness support (non-clinical), Gardening, Arts and crafts activities, Senior center activities, Home safety assessments"
263,"el-Mahmud, Fidda",81,12525,"Gardiner","NY","Arts and crafts activities, Educational programs, Social event planning, Gardening, Medication reminders (non-medical), Home safety assessments, Volunteer coordination"
264,"Gatewood, Alexis",91,27907,"Elizabeth City","NC","Companionship (social activities), Financial management assistance (budgeting), Tech support (computers, phones), Accessibility modifications (home), Mental wellness support (non-clinical), Fall prevention assistance, Music and entertainment, Legal assistance referrals, Fall prevention assistance"
265,"Price, Jennifer",70,7015,"Clifton","NJ","Social event planning"
266,"Collins, Damian",94,57424,"Ashton","SD","Assistive technology training, Respite care (for family caregivers), Legal assistance referrals, Walking/exercise assistance, Travel companionship, Walking/exercise assistance, Educational programs, Playing games (cards, board games), Medication reminders (non-medical), Companionship (social activities)"
267,"al-Sylla, Raita",65,25173,"Robson","WV","Cooking meals, Home safety assessments, Walking/exercise assistance, Personal care (dressing, bathing - non-medical)"
268,"Tang, Monique",69,71324,"Chase","LA","Volunteer coordination, Cooking meals, Respite care (for family caregivers), Housekeeping, Fall prevention assistance, Fall prevention assistance"
269,"Yost, Jamison",74,27016,"Danbury","NC","Assistive technology training, Transportation to appointments, Financial management assistance (budgeting), Volunteer coordination, Reading aloud (books, newspapers)"
270,"el-Jabbour, Jawaad",67,23106,"Manquin","VA","Gardening, Volunteer coordination, Respite care (for family caregivers), Tech support (computers, phones), Legal assistance referrals, Senior center activities, Assistive technology training, Fall prevention assistance, Senior center activities, Errands (post office, dry cleaning)"
271,"Abbarno, Austin",71,68832,"Doniphan","NE","Mental wellness support (non-clinical), Arts and crafts activities, Accessibility modifications (home), Pet care, Senior center activities, Reading aloud (books, newspapers), Legal assistance referrals, Accessibility modifications (home), Medication reminders (non-medical), Errands (post office, dry cleaning)"
272,"Contreras, Daisy",78,60179,"Hoffman Estates","IL","Reading aloud (books, newspapers), Accessibility modifications (home)"
273,"Robichaux, Jordy",76,45414,"Dayton","OH","Social event planning, Accessibility modifications (home), Senior center activities, Errands (post office, dry cleaning), Music and entertainment, Grocery shopping"
274,"Smith, Rio",91,16830,"Clearfield","PA","Financial management assistance (budgeting), Senior center activities, Fall prevention assistance, Medication reminders (non-medical), Senior center activities, Tech support (computers, phones), Reading aloud (books, newspapers), Home safety assessments, Fall prevention assistance, Arts and crafts activities"
275,"Johnson, Cora",78,76559,"Nolanville","TX","Travel companionship, Home maintenance (minor repairs)"
276,"Yun, Justin",88,60974,"Woodland","IL","Assistive technology training, Mental wellness support (non-clinical), Transportation to appointments, Playing games (cards, board games), Cooking meals, Tech support (computers, phones)"
277,"Vongvichith, Michael",79,47345,"Greens Fork","IN","Educational programs, Social event planning, Home safety assessments, Cooking meals, Financial management assistance (budgeting)"
278,"Lu, Leslie",72,96156,"South Lake Tahoe","CA","Music and entertainment, Senior center activities, Medication reminders (non-medical), Home safety assessments, Personal care (dressing, bathing - non-medical), Personal care (dressing, bathing - non-medical)"
279,"Feeney, Rylan",84,10911,"Bear Mountain","NY","Home safety assessments"
280,"Samora, Arshia",67,4288,"West Minot","ME","Financial management assistance (budgeting)"
281,"Taylor, Riana",76,20535,"Washington","DC","Home maintenance (minor repairs), Housekeeping, Tech support (computers, phones), Personal care (dressing, bathing - non-medical), Tech support (computers, phones)"
282,"Salazar, Neyrylynn",80,13790,"Johnson City","NY","Transportation to appointments, Arts and crafts activities, Reading aloud (books, newspapers), Companionship (social activities), Fall prevention assistance, Home safety assessments, Reading aloud (books, newspapers)"
283,"Corbett, Alex",95,95241,"Lodi","CA","Arts and crafts activities, Volunteer coordination, Errands (post office, dry cleaning), Home safety assessments, Social event planning, Grocery shopping, Arts and crafts activities, Housekeeping, Home safety assessments"
284,"Johnson, Lexi",69,8805,"Bound Brook","NJ","Respite care (for family caregivers), Pet care, Gardening, Reading aloud (books, newspapers), Social event planning"
285,"Igou, Justin",79,55791,"Twig","MN","Home maintenance (minor repairs), Music and entertainment, Educational programs, Reading aloud (books, newspapers), Educational programs, Fall prevention assistance, Transportation to appointments, Mental wellness support (non-clinical)"
286,"Palmer, Jacob",73,35211,"Birmingham","AL","Companionship (social activities), Accessibility modifications (home), Medication reminders (non-medical), Respite care (for family caregivers), Arts and crafts activities"
287,"Warneke, Sarah",80,5901,"Averill","VT","Walking/exercise assistance, Music and entertainment, Social event planning, Arts and crafts activities, Home safety assessments, Grocery shopping"
288,"Griffis, Blake",91,52601,"Burlington","IA","Grocery shopping, Errands (post office, dry cleaning), Senior center activities, Accessibility modifications (home), Mental wellness support (non-clinical), Errands (post office, dry cleaning), Legal assistance referrals, Gardening"
289,"el-Haq, Amaanullah",84,2472,"Watertown","MA","Reading aloud (books, newspapers), Travel companionship, Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Medication reminders (non-medical), Music and entertainment, Cooking meals"
290,"Mendoza, Ivon",94,75710,"Tyler","TX","Music and entertainment, Personal care (dressing, bathing - non-medical), Errands (post office, dry cleaning), Errands (post office, dry cleaning), Arts and crafts activities, Walking/exercise assistance, Volunteer coordination"
291,"al-Omar, Israa",85,96125,"Sierra City","CA","Mental wellness support (non-clinical), Errands (post office, dry cleaning), Mental wellness support (non-clinical), Walking/exercise assistance, Home maintenance (minor repairs), Arts and crafts activities, Educational programs, Home maintenance (minor repairs), Tech support (computers, phones), Assistive technology training"
292,"Tilmon, Kiasha",83,91755,"Monterey Park","CA","Reading aloud (books, newspapers), Social event planning, Reading aloud (books, newspapers), Pet care, Pet care, Tech support (computers, phones), Music and entertainment, Housekeeping, Playing games (cards, board games), Grocery shopping"
293,"Larock, Jessica",77,56210,"Barry","MN","Legal assistance referrals"
294,"Jimenez, Alan",69,32230,"Jacksonville","FL","Home safety assessments, Companionship (social activities), Transportation to appointments, Social event planning, Pet care, Financial management assistance (budgeting), Tech support (computers, phones), Tech support (computers, phones), Companionship (social activities), Financial management assistance (budgeting)"
295,"Salinas Montoya, Sasha",87,29430,"Bethera","SC","Educational programs, Legal assistance referrals, Music and entertainment, Legal assistance referrals, Travel companionship, Financial management assistance (budgeting), Educational programs, Senior center activities, Mental wellness support (non-clinical), Cooking meals"
296,"Wang, Allisen",91,54540,"Land O Lakes","WI","Legal assistance referrals, Personal care (dressing, bathing - non-medical), Legal assistance referrals, Travel companionship, Respite care (for family caregivers), Grocery shopping, Personal care (dressing, bathing - non-medical), Educational programs, Home maintenance (minor repairs)"
297,"Urtado, Brandon",93,34656,"New Port Richey","FL","Educational programs, Personal care (dressing, bathing - non-medical), Fall prevention assistance, Volunteer coordination, Social event planning, Music and entertainment, Home safety assessments, Travel companionship, Tech support (computers, phones), Arts and crafts activities"
298,"Vitela, Jacob",95,46319,"Griffith","IN","Social event planning, Financial management assistance (budgeting), Personal care (dressing, bathing - non-medical)"
299,"Chongtoua, Sarah",92,77092,"Houston","TX","Medication reminders (non-medical), Transportation to appointments, Pet care, Personal care (dressing, bathing - non-medical), Mental wellness support (non-clinical), Grocery shopping, Companionship (social activities), Accessibility modifications (home)"
300,"Camberos-Jurado, Alfredo",92,10119,"New York","NY","Housekeeping, Walking/exercise assistance, Gardening, Senior center activities, Grocery shopping, Tech support (computers, phones), Housekeeping"
301,"al-Imam, Juwairiya",84,23867,"Jarratt","VA","Companionship (social activities), Assistive technology training, Cooking meals, Tech support (computers, phones), Cooking meals, Gardening, Companionship (social activities), Volunteer coordination, Social event planning"
302,"Herron, Atuchi",72,29708,"Fort Mill","SC","Home safety assessments, Grocery shopping, Accessibility modifications (home), Educational programs, Tech support (computers, phones), Legal assistance referrals, Financial management assistance (budgeting), Travel companionship"
303,"Rivera, Lucero",78,49029,"Burlington","MI","Gardening, Errands (post office, dry cleaning), Assistive technology training, Educational programs, Accessibility modifications (home), Travel companionship, Assistive technology training, Home safety assessments, Home maintenance (minor repairs), Errands (post office, dry cleaning)"
304,"Stone, Brieanna",90,32899,"Orlando","FL","Gardening, Music and entertainment, Reading aloud (books, newspapers), Pet care, Playing games (cards, board games), Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Respite care (for family caregivers)"
305,"Alcon, Marc",92,29943,"Tillman","SC","Educational programs, Accessibility modifications (home), Gardening, Social event planning, Travel companionship, Medication reminders (non-medical), Legal assistance referrals, Personal care (dressing, bathing - non-medical), Respite care (for family caregivers), Transportation to appointments"
306,"al-Abdulla, Sundus",89,43044,"Mechanicsburg","OH","Transportation to appointments, Reading aloud (books, newspapers), Respite care (for family caregivers), Travel companionship, Educational programs, Errands (post office, dry cleaning), Pet care, Respite care (for family caregivers), Errands (post office, dry cleaning)"
307,"Maass, Elechia",65,16108,"New Castle","PA","Assistive technology training"
308,"Presley, Nicholas",81,10917,"Central Valley","NY","Respite care (for family caregivers)"
309,"Valle, Gabriella",81,49074,"Nazareth","MI","Accessibility modifications (home), Cooking meals, Senior center activities, Errands (post office, dry cleaning), Volunteer coordination, Travel companionship, Grocery shopping, Tech support (computers, phones), Respite care (for family caregivers), Arts and crafts activities"
310,"Van Dyke, Terrel",80,60107,"Streamwood","IL","Arts and crafts activities, Playing games (cards, board games), Gardening"
311,"Tran, Kyleigh",70,24737,"Montcalm","WV","Volunteer coordination, Reading aloud (books, newspapers)"
312,"Caldwell, Emma",95,42266,"Pembroke","KY","Educational programs, Tech support (computers, phones), Medication reminders (non-medical), Walking/exercise assistance, Walking/exercise assistance, Walking/exercise assistance, Financial management assistance (budgeting), Accessibility modifications (home)"
313,"Lenard, Hunter",69,12918,"Cadyville","NY","Educational programs, Walking/exercise assistance, Educational programs, Educational programs"
314,"Mckinney, Taquaysha",70,56033,"Frost","MN","Accessibility modifications (home), Walking/exercise assistance, Assistive technology training, Home maintenance (minor repairs), Travel companionship, Gardening, Legal assistance referrals, Reading aloud (books, newspapers), Fall prevention assistance"
315,"Duran-Ramirez, Vaughn",82,63091,"Rosebud","MO","Housekeeping, Financial management assistance (budgeting), Home safety assessments, Volunteer coordination, Volunteer coordination, Companionship (social activities), Housekeeping, Errands (post office, dry cleaning)"
316,"Allen, Mai Lien",80,47950,"Idaville","IN","Fall prevention assistance, Cooking meals, Errands (post office, dry cleaning)"
317,"Li, Jesse",68,65470,"Falcon","MO","Educational programs, Social event planning, Errands (post office, dry cleaning), Financial management assistance (budgeting), Gardening"
318,"Aguirre, Crystal",76,63826,"Braggadocio","MO","Financial management assistance (budgeting), Social event planning, Educational programs, Tech support (computers, phones), Mental wellness support (non-clinical)"
319,"Gurreri, Audrey",77,23290,"Richmond","VA","Home safety assessments, Accessibility modifications (home), Home safety assessments, Travel companionship, Walking/exercise assistance, Social event planning, Educational programs, Legal assistance referrals"
320,"Burnett, Shavonte",87,49891,"Trenary","MI","Home maintenance (minor repairs), Errands (post office, dry cleaning), Personal care (dressing, bathing - non-medical), Home maintenance (minor repairs), Respite care (for family caregivers), Home maintenance (minor repairs), Playing games (cards, board games), Mental wellness support (non-clinical)"
321,"Helfer, Lawrence",89,78609,"Buchanan Dam","TX","Transportation to appointments, Errands (post office, dry cleaning), Housekeeping, Music and entertainment, Medication reminders (non-medical)"
322,"Krause, Stephen",83,29583,"Pamplico","SC","Social event planning"
323,"Sandhu, Kathryn",66,31780,"Plains","GA","Home maintenance (minor repairs), Walking/exercise assistance"
324,"Wells, Sierra",66,99104,"Belmont","WA","Gardening"
325,"el-Moustafa, Saami",83,16116,"Edinburg","PA","Transportation to appointments, Transportation to appointments"
326,"Baker, Raymond",82,38131,"Memphis","TN","Mental wellness support (non-clinical), Respite care (for family caregivers), Educational programs, Respite care (for family caregivers)"
327,"Cabral, Jesus",77,51455,"Manning","IA","Senior center activities, Senior center activities, Playing games (cards, board games), Personal care (dressing, bathing - non-medical)"
328,"el-Abdelnour, Kareema",92,66935,"Belleville","KS","Cooking meals, Playing games (cards, board games), Travel companionship, Social event planning"
329,"el-Bashara, Uthmaa N",80,91377,"Oak Park","CA","Mental wellness support (non-clinical), Travel companionship, Medication reminders (non-medical), Medication reminders (non-medical), Volunteer coordination, Grocery shopping, Cooking meals, Personal care (dressing, bathing - non-medical), Companionship (social activities)"
330,"el-Lone, Saajid",72,96790,"Kula","HI","Fall prevention assistance, Transportation to appointments, Playing games (cards, board games), Transportation to appointments, Arts and crafts activities, Companionship (social activities), Walking/exercise assistance, Music and entertainment, Reading aloud (books, newspapers), Reading aloud (books, newspapers)"
331,"Armijo, Isabelle",87,28783,"Tuckasegee","NC","Playing games (cards, board games), Senior center activities, Errands (post office, dry cleaning), Social event planning, Social event planning"
332,"Brown, Davion",80,48107,"Ann Arbor","MI","Music and entertainment, Medication reminders (non-medical), Housekeeping, Housekeeping, Tech support (computers, phones), Gardening, Grocery shopping, Tech support (computers, phones), Assistive technology training, Medication reminders (non-medical)"
333,"el-Mohiuddin, Awf",66,84007,"Bluebell","UT","Tech support (computers, phones), Home safety assessments"
334,"al-Bashir, Aaida",85,34638,"Land O Lakes","FL","Home maintenance (minor repairs), Housekeeping, Volunteer coordination, Social event planning, Housekeeping, Gardening, Home safety assessments, Walking/exercise assistance, Grocery shopping"
335,"Higgins, Samantha",93,54618,"Camp Douglas","WI","Gardening, Home safety assessments, Grocery shopping, Social event planning, Volunteer coordination, Gardening, Home maintenance (minor repairs), Transportation to appointments"
336,"Winklmann, Yichen",84,49111,"Eau Claire","MI","Medication reminders (non-medical), Travel companionship, Senior center activities, Arts and crafts activities, Companionship (social activities), Tech support (computers, phones), Mental wellness support (non-clinical), Senior center activities, Grocery shopping, Social event planning"
337,"Hunt, Lauren",95,47521,"Celestine","IN","Tech support (computers, phones), Reading aloud (books, newspapers), Gardening, Medication reminders (non-medical)"
338,"Warner, Vanmichael",70,56658,"Margie","MN","Tech support (computers, phones), Home safety assessments"
339,"al-Rauf, Zulfa",77,12734,"Ferndale","NY","Fall prevention assistance, Assistive technology training"
340,"Harvey, Jamie",68,83827,"Elk River","ID","Transportation to appointments, Personal care (dressing, bathing - non-medical), Music and entertainment, Accessibility modifications (home), Pet care"
341,"White, Briana",66,43207,"Columbus","OH","Social event planning, Errands (post office, dry cleaning), Respite care (for family caregivers), Assistive technology training"
342,"Jones Walton, Terrance",93,38235,"Mc Lemoresville","TN","Mental wellness support (non-clinical), Legal assistance referrals, Financial management assistance (budgeting), Accessibility modifications (home), Personal care (dressing, bathing - non-medical), Playing games (cards, board games), Fall prevention assistance, Companionship (social activities), Fall prevention assistance"
343,"Slovonsky, Jaime",74,75417,"Bogata","TX","Errands (post office, dry cleaning), Fall prevention assistance, Travel companionship, Travel companionship"
344,"Schacht, Matthew",79,88027,"Chamberino","NM","Walking/exercise assistance"
345,"Romero, Kianna",90,27809,"Battleboro","NC","Travel companionship, Social event planning"
346,"Patel, Janice",73,95136,"San Jose","CA","Educational programs, Senior center activities, Cooking meals, Home maintenance (minor repairs)"
347,"Daly, Stephanie",73,48742,"Lincoln","MI","Reading aloud (books, newspapers), Pet care, Reading aloud (books, newspapers), Home maintenance (minor repairs), Home safety assessments, Tech support (computers, phones), Financial management assistance (budgeting), Music and entertainment, Tech support (computers, phones)"
348,"el-Kazemi, Bishr",88,83327,"Fairfield","ID","Assistive technology training, Personal care (dressing, bathing - non-medical), Errands (post office, dry cleaning)"
349,"Kellison, Jesse",94,15621,"Calumet","PA","Medication reminders (non-medical), Legal assistance referrals, Volunteer coordination, Senior center activities, Errands (post office, dry cleaning), Cooking meals, Playing games (cards, board games)"
350,"Chyr, Olivia",67,17505,"Bird In Hand","PA","Personal care (dressing, bathing - non-medical), Personal care (dressing, bathing - non-medical), Walking/exercise assistance, Fall prevention assistance, Grocery shopping"
351,"Flynn, Tina",72,56316,"Brooten","MN","Companionship (social activities)"
352,"Morser, Amanda",72,50395,"Des Moines","IA","Arts and crafts activities, Music and entertainment, Tech support (computers, phones), Financial management assistance (budgeting), Pet care, Assistive technology training, Accessibility modifications (home), Social event planning"
353,"Palmer, Tyler",65,89311,"Baker","NV","Volunteer coordination, Respite care (for family caregivers)"
354,"Solomon, Charnae",91,17354,"Porters Sideling","PA","Social event planning"
355,"Shelton, Phaedra",94,35033,"Bremen","AL","Personal care (dressing, bathing - non-medical), Legal assistance referrals, Travel companionship, Pet care, Gardening, Music and entertainment, Tech support (computers, phones), Personal care (dressing, bathing - non-medical), Grocery shopping"
356,"Vargo, Nola",80,94120,"San Francisco","CA","Fall prevention assistance"
357,"Smith, Adinidiin",65,37809,"Midway","TN","Personal care (dressing, bathing - non-medical)"
358,"Kleinjans, Katharyn",68,30730,"Lyerly","GA","Companionship (social activities), Assistive technology training, Housekeeping, Tech support (computers, phones), Travel companionship"
359,"Duran, Myles",95,59740,"Mc Allister","MT","Educational programs, Errands (post office, dry cleaning), Arts and crafts activities, Home maintenance (minor repairs), Tech support (computers, phones), Home maintenance (minor repairs), Pet care, Mental wellness support (non-clinical), Legal assistance referrals"
360,"el-Farooqui, Ahmed",65,42002,"Paducah","KY","Personal care (dressing, bathing - non-medical), Travel companionship"
361,"al-Hakim, Lubna",68,56474,"Pine River","MN","Home maintenance (minor repairs), Volunteer coordination, Medication reminders (non-medical), Arts and crafts activities, Gardening, Financial management assistance (budgeting), Transportation to appointments, Tech support (computers, phones), Music and entertainment"
362,"el-Shaheen, Thanaa",70,46275,"Indianapolis","IN","Transportation to appointments, Financial management assistance (budgeting), Volunteer coordination"
363,"Millard, Jaclynn",80,65764,"Tunas","MO","Accessibility modifications (home), Walking/exercise assistance, Reading aloud (books, newspapers), Medication reminders (non-medical), Tech support (computers, phones), Pet care, Transportation to appointments, Companionship (social activities)"
364,"Morein, Richard",72,35243,"Birmingham","AL","Personal care (dressing, bathing - non-medical), Tech support (computers, phones), Mental wellness support (non-clinical), Reading aloud (books, newspapers), Financial management assistance (budgeting)"
365,"Cabral, Frances",74,14469,"Bloomfield","NY","Grocery shopping, Educational programs, Tech support (computers, phones), Senior center activities, Personal care (dressing, bathing - non-medical)"
366,"Ward, Matthew",84,45426,"Dayton","OH","Financial management assistance (budgeting), Errands (post office, dry cleaning), Pet care, Music and entertainment, Fall prevention assistance, Assistive technology training, Walking/exercise assistance"
367,"Hobbs, Teleia",90,15047,"Greenock","PA","Home maintenance (minor repairs), Music and entertainment, Reading aloud (books, newspapers)"
368,"al-Nassif, Raaniya",81,31303,"Clyo","GA","Companionship (social activities), Reading aloud (books, newspapers), Accessibility modifications (home), Cooking meals, Travel companionship"
369,"Sands, Noah",68,59772,"Bozeman","MT","Senior center activities"
370,"el-Masih, Marzooqa",67,69134,"Elsie","NE","Personal care (dressing, bathing - non-medical), Companionship (social activities), Reading aloud (books, newspapers), Assistive technology training, Music and entertainment, Personal care (dressing, bathing - non-medical), Legal assistance referrals, Cooking meals, Educational programs, Companionship (social activities)"
371,"al-Rad, Yoosuf",74,33187,"Miami","FL","Senior center activities, Assistive technology training, Legal assistance referrals, Legal assistance referrals, Assistive technology training"
372,"el-Shareef, Tharwa",68,65048,"Koeltztown","MO","Music and entertainment, Pet care, Senior center activities, Fall prevention assistance, Tech support (computers, phones), Volunteer coordination, Financial management assistance (budgeting)"
373,"Cronkhite, Alani",71,49766,"Ossineke","MI","Medication reminders (non-medical), Medication reminders (non-medical), Travel companionship, Music and entertainment, Home safety assessments, Companionship (social activities), Travel companionship, Reading aloud (books, newspapers), Grocery shopping"
374,"Lazos, Kayla",89,2026,"Dedham","MA","Fall prevention assistance, Volunteer coordination, Social event planning"
375,"Ruiz Flores, Amberlei",70,29808,"Aiken","SC","Legal assistance referrals, Errands (post office, dry cleaning), Home safety assessments, Cooking meals, Arts and crafts activities, Tech support (computers, phones), Educational programs, Arts and crafts activities"
376,"Perez, Dominican",86,93205,"Bodfish","CA","Medication reminders (non-medical), Mental wellness support (non-clinical), Housekeeping, Home safety assessments, Gardening, Fall prevention assistance, Educational programs, Arts and crafts activities"
377,"Garcia, Kaylee",66,78952,"Plum","TX","Financial management assistance (budgeting), Travel companionship, Music and entertainment, Volunteer coordination, Fall prevention assistance, Music and entertainment, Home maintenance (minor repairs), Grocery shopping, Pet care"
378,"Gonzalez Sagarnaga, Jared",93,23125,"New Point","VA","Transportation to appointments, Home maintenance (minor repairs), Respite care (for family caregivers), Playing games (cards, board games), Transportation to appointments, Housekeeping, Arts and crafts activities, Errands (post office, dry cleaning), Housekeeping"
379,"al-Abdou, Naafoora",79,72417,"Brookland","AR","Mental wellness support (non-clinical)"
380,"Fontenot, Isaiah",95,35803,"Huntsville","AL","Social event planning, Music and entertainment, Housekeeping, Transportation to appointments, Companionship (social activities), Respite care (for family caregivers), Errands (post office, dry cleaning), Playing games (cards, board games), Medication reminders (non-medical)"
381,"el-Mahdi, Saalim",74,63824,"Blodgett","MO","Assistive technology training, Medication reminders (non-medical), Cooking meals, Volunteer coordination, Respite care (for family caregivers)"
382,"Hinkley, Allyson",69,3238,"Glencliff","NH","Home safety assessments, Social event planning, Music and entertainment, Cooking meals, Accessibility modifications (home), Pet care, Arts and crafts activities, Gardening, Playing games (cards, board games)"
383,"Dalton, Kristen",86,15078,"Slovan","PA","Gardening"
384,"Patterson, Seth",70,98539,"Doty","WA","Gardening, Cooking meals, Playing games (cards, board games), Social event planning, Accessibility modifications (home), Mental wellness support (non-clinical), Social event planning, Home safety assessments"
385,"Hayes, Jasmine",90,83554,"White Bird","ID","Assistive technology training, Travel companionship, Companionship (social activities), Volunteer coordination, Housekeeping, Music and entertainment"
386,"Fischer, Tylan",70,35772,"Stevenson","AL","Gardening, Music and entertainment, Volunteer coordination, Pet care, Music and entertainment, Errands (post office, dry cleaning), Personal care (dressing, bathing - non-medical), Personal care (dressing, bathing - non-medical)"
387,"Carey, Paul",72,32619,"Bell","FL","Medication reminders (non-medical), Home maintenance (minor repairs), Home maintenance (minor repairs)"
388,"Hall, Jayda",88,38630,"Farrell","MS","Home safety assessments, Travel companionship, Volunteer coordination, Tech support (computers, phones), Playing games (cards, board games), Walking/exercise assistance, Tech support (computers, phones), Social event planning"
