"volunteer_id","name","major_city","state","lat","lng","availability","radius_willingness","acceptance_probability"
226,"Huynh, Saaya","Conehatta","MS",32.5,-89.3,"Wed 6-9, Mon 3-6",15,0.657460596878082
227,"Burris, Lakota","Shippensburg","PA",40,-77.5,"Sun 9-12, Mon 9-12, Thu 9-12",25,0.567463146755472
228,"Stewart, Farieha","Montclair","CA",34.07,-117.7,"Wed 6-9, Tue 6-9",11,0.53716628625989
229,"Telang, Mei","Kingston Springs","TN",36.1,-87.11,"Sun 3-6, Sun 12-3, Mon 12-3",12,0.751786571228877
230,"el-Kalil, Aamina","Sturtevant","WI",42.7,-88,"Sun 3-6, Tue 3-6, Wed 12-3",30,0.925782908918336
231,"Billy, Janae","Exmore","VA",37.5,-75.88,"Sun 3-6, Fri 3-6, Sun 12-3",13,0.74215255305171
232,"Anderson, Lucero","Fort Smith","AR",35.41,-94.38,"Fri 12-3, Sun 12-3, Sat 9-12",27,0.66817046853248
233,"Dubus, Chad","Walkerton","VA",37.74,-77.02,"Sat 6-9, Sun 12-3",19,0.787457068217918
234,"Hoke, Te'Kel","Biloxi","MS",NA,NA,"Sat 9-12, Mon 12-3",13,0.558396848035045
235,"Lucero Cordova, Jovanny","Preston","ID",42.2,-111.8,"Thu 6-9, Wed 12-3, Mon 9-12",21,0.781099120504223
236,"Jones, Renate","Boise","ID",NA,NA,"Tue 9-12, Sat 6-9, Sun 12-3",21,0.774198777391575
237,"el-Safar, Amaanullah","Voorhees","NJ",39.84,-74.96,"Wed 9-12, Fri 6-9",16,0.599750238587148
238,"Flakes, Vonice","Waterbury","CT",41.56,-73.04,"Sat 12-3, Fri 6-9, Thu 12-3",27,0.672822372289374
239,"Sais, Antonio","Cleveland","TN",35.1,-84.8,"Mon 12-3, Tue 6-9",14,0.849230003077537
240,"Lopez, Stephanie","Almena","WI",45.4,-92.03,"Tue 12-3, Sun 3-6, Mon 12-3",30,0.646625752211548
241,"Luna, Isaiah","Jacksonville","GA",31.9,-82.9,"Sun 9-12, Mon 12-3",30,0.771033696364611
242,"Amen, Marissa","Jenkinsburg","GA",33.32,-84.03,"Sun 12-3, Mon 3-6",16,0.845289610442705
243,"al-Jan, Fareeda","Sciota","PA",40.93,-75.32,"Tue 12-3, Sat 9-12, Wed 6-9",10,0.707743806531653
244,"Bedu Annan, Michael","Dighton","KS",38.5,-100.4,"Wed 12-3, Mon 6-9, Sun 3-6",12,0.549740154761821
245,"el-Mitri, Mumtaaza","Greenville","KY",37.2,-87.2,"Mon 9-12, Wed 12-3, Sat 9-12",27,0.68360080011189
246,"Bowman, Selena","Apex","NC",35.8,-78.9,"Fri 6-9, Sat 6-9",15,0.540777760441415
247,"Apodaca, Samantha","Fort Worth","TX",NA,NA,"Mon 3-6, Sun 3-6, Sat 3-6",28,0.953525010147132
248,"Tafoya, Benjamin","Portland","ME",43.66,-70.26,"Tue 3-6, Fri 12-3",28,0.734238386503421
249,"Robinson, Alexander","Cordova","AK",60,-143,"Thu 3-6, Sun 6-9",14,0.662969612400047
250,"Kurronen, Avery","Savonburg","KS",37.7,-95.2,"Mon 12-3, Thu 3-6, Fri 3-6",27,0.778103220509365
251,"Shuart, Michael Lyne","Hydro","OK",35.4,-98.5,"Thu 9-12, Sun 9-12, Sun 12-3",27,0.779116898076609
252,"Thorne, Allonte","Ahwahnee","CA",37.37,-119.74,"Tue 12-3, Wed 3-6, Fri 9-12",18,0.683521309751086
253,"Gonzalez, Saul","Topeka","KS",38.99,-95.66,"Thu 3-6, Mon 6-9, Mon 6-9",13,0.839093497022986
254,"Walker, Noor","Enid","OK",36.4,-97.8,"Wed 6-9, Sun 9-12, Wed 6-9",26,0.831941653625108
255,"Smith, Autumn","Ladoga","IN",39.9,-86.8,"Sat 6-9, Wed 6-9, Thu 9-12",22,0.896892634918913
256,"Delauro, Yiuchi","Trumbauersville","PA",40.5,-75.3,"Thu 12-3, Thu 6-9, Sun 3-6",18,0.853178711375222
257,"Phouminh, Daniel","Danville","IA",40.86,-91.35,"Wed 3-6, Mon 6-9",11,0.882786424132064
258,"Stevens, Lillian","Louisville","KY",NA,NA,"Fri 3-6, Mon 12-3",20,0.996021788218059
259,"Hensley, Jesse","Hinckley","UT",39.4,-112.8,"Fri 3-6, Tue 6-9, Tue 3-6",17,0.659773298888467
260,"Gowen, Zackary","Parchman","MS",33.9,-90.6,"Tue 3-6, Tue 6-9, Mon 12-3",26,0.814943795790896
261,"Luciano, Damon","Hartington","NE",42.6,-97.2,"Sat 12-3, Fri 12-3",29,0.672661448130384
262,"Ortega, Tokala","New Plymouth","ID",43.9,-116.8,"Thu 9-12, Fri 6-9",11,0.873517412459478
263,"Iron Cloud, Chloe","Atlanta","GA",33.73,-84.47,"Sun 9-12, Mon 12-3, Sat 12-3",30,0.920586003921926
264,"Alvarez, Keven","Hudson","IN",41.57,-85.15,"Tue 3-6, Wed 9-12",28,0.603918523411267
265,"Frazier, Rebecca","Athens","AL",34.8,-87.1,"Sun 6-9, Sun 9-12, Tue 6-9",25,0.714236020692624
266,"Herrera, K'Sandra","Sandy","UT",40.6,-111.83,"Sat 12-3, Mon 6-9, Sun 9-12",25,0.944838675437495
267,"al-Ramin, Muneer","Cochiti Lake","NM",35.7,-106.5,"Wed 9-12, Wed 3-6, Mon 12-3",23,0.899702031747438
268,"al-Sader, Silmi","Violet Hill","AR",36.14,-91.85,"Wed 6-9, Sun 9-12, Fri 9-12",27,0.791664029704407
269,"Hernandez, Sarah","Lowmansville","KY",37.93,-82.73,"Wed 9-12, Mon 9-12, Fri 9-12",15,0.512615422252566
270,"al-Mohammad, Abdul Kareem","Franktown","CO",39.3,-104.7,"Wed 6-9, Wed 12-3, Thu 9-12",21,0.969493511831388
271,"Howard, Ethan","Wind Ridge","PA",39.87,-80.46,"Mon 12-3, Tue 9-12, Wed 9-12",20,0.833748974604532
272,"Kremer, Connor","Detroit","MI",42.22,-83.36,"Sun 6-9, Sat 3-6",27,0.851828368846327
273,"Rosa Sanchez, Jada","Denver","MO",40.42,-94.28,"Sun 3-6, Sat 9-12",16,0.738104910124093
274,"Quintanilla, Bryant","El Segundo","CA",33.92,-118.4,"Sun 12-3, Sat 9-12, Sat 9-12",28,0.666993850260042
275,"Metellus, David","Washington","DC",NA,NA,"Mon 12-3, Wed 9-12, Mon 12-3",21,0.79899493267294
276,"Martinez Adame, Mayra","Nederland","CO",40,-105.5,"Fri 3-6, Thu 3-6, Sat 6-9",24,0.841795718763024
277,"el-Saidi, Hadeel","Mount Kisco","NY",41.2,-73.72,"Fri 12-3, Fri 9-12",24,0.619888796005398
278,"Baldino, Erik","Englewood","CO",NA,NA,"Sat 9-12, Wed 6-9, Thu 12-3",13,0.867724426556379
279,"Huggins, Candis","Aiken","SC",NA,NA,"Wed 9-12, Sat 12-3",26,0.505260917707346
280,"Cheek, Tyree","Shacklefords","VA",37.5,-76.7,"Wed 6-9, Tue 9-12, Sat 6-9",26,0.592497267643921
281,"Gross, Brandon","Washington","DC",NA,NA,"Sat 12-3, Thu 12-3",15,0.887845775461756
282,"Lujan, Michael","Piermont","NY",41.04,-73.91,"Tue 3-6, Sun 9-12, Sat 6-9",16,0.514059904147871
283,"Aviles, Alexia","New Effington","SD",45.9,-96.9,"Sun 3-6, Thu 9-12, Wed 12-3",11,0.519887384609319
284,"Lovo, Danielle","Alton","VA",36.6,-79,"Mon 9-12, Sun 6-9",19,0.981166367651895
285,"Shin, Salena","Anna","TX",33.3,-96.5,"Fri 9-12, Sun 3-6",25,0.593051296658814
286,"Garcia, Liliana","Clearville","PA",39.8,-78.5,"Thu 6-9, Fri 3-6, Tue 12-3",15,0.890858705970459
287,"Martinez, Tj","Woodinville","WA",47.76,-122.13,"Fri 3-6, Thu 12-3",16,0.701290181605145
288,"Johnson, Darrin","Denver","NY",42.25,-74.53,"Sat 3-6, Mon 12-3",22,0.63042545330245
289,"el-Dib, Ghazaala","Providence","RI",NA,NA,"Wed 3-6, Fri 12-3",27,0.742782947025262
290,"Barrett, Jana","Zenia","CA",40.1,-123.4,"Tue 9-12, Sun 6-9",13,0.78012503287755
291,"Saenz, Jonathan","Hollis","NY",40.72,-73.77,"Sat 6-9, Fri 12-3",26,0.714860313921236
292,"Bolt, Jenesha","Brandt","SD",44.7,-96.6,"Wed 3-6, Wed 12-3, Tue 3-6",27,0.981905869790353
293,"Luna, Kenneth","Cuddebackville","NY",41.5,-74.6,"Sat 12-3, Thu 6-9, Sat 9-12",20,0.752043636050075
294,"Carpenter, Danielle","Waverly","OH",39.1,-83,"Sat 6-9, Sun 9-12, Mon 12-3",20,0.705694768228568
295,"Granados, Brandi","Newnan","GA",NA,NA,"Sun 9-12, Sat 6-9",24,0.913750428357162
296,"el-Dallal, Tawheeda","Pioche","NV",38.2,-114.5,"Sat 3-6, Mon 12-3",22,0.562729013618082
297,"Tran, Glenn","Port Saint Lucie","FL",NA,NA,"Tue 9-12, Mon 6-9",19,0.707201485405676
298,"Conde-Benitez, Rebecca","Fedscreek","KY",37.41,-82.23,"Sat 6-9, Sat 3-6",27,0.784131429623812
299,"Pickett, Patrice","Wilmington","NC",NA,NA,"Tue 12-3, Fri 3-6",25,0.842820454738103
300,"Wenzel, Ryan","Lenoir","NC",36,-81.5,"Sun 6-9, Sun 12-3",13,0.708921548444778
301,"White Bear, Tabeion","Clanton","AL",32.8,-86.7,"Sun 6-9, Fri 3-6",21,0.50358835014049
302,"Varghese, Pratik","Audubon","PA",NA,NA,"Thu 12-3, Sat 6-9",10,0.505412090918981
303,"Zerby, Cody","Lowry City","MO",38.2,-93.7,"Thu 3-6, Thu 9-12, Tue 3-6",30,0.773268540971912
304,"Vasquez, Maria","Deer Lodge","TN",36.2,-84.9,"Fri 3-6, Wed 3-6",19,0.516796407289803
305,"Aguilar, Arrianna","Summit Hill","PA",40.82,-75.85,"Tue 9-12, Sun 3-6, Sun 9-12",17,0.739246770506725
306,"Mora, Sergio","Freeport","NY",40.64,-73.58,"Fri 3-6, Sat 9-12, Fri 3-6",25,0.969567763037048
307,"Mayberry, Larissa","Zanesfield","OH",40.3,-83.6,"Sun 6-9, Sun 3-6, Mon 6-9",30,0.844148242613301
308,"Colunga, James","Mount Gilead","NC",35.2,-80,"Tue 9-12, Wed 3-6",17,0.529074470861815
309,"Rico, Celena","El Paso","TX",NA,NA,"Mon 3-6, Fri 12-3",21,0.64401396305766
310,"Richardson, Jose","Kylertown","PA",40.992,-78.167,"Sun 12-3, Sat 3-6, Sat 3-6",27,0.895777990110219
311,"Matamoros, Nathan","Cape Coral","FL",26.7,-82,"Sat 9-12, Mon 9-12",26,0.931893193162978
312,"Cook, Jasmine","East Millsboro","PA",39.97,-79.96,"Tue 9-12, Mon 12-3",27,0.676424432080239
313,"Lakhani, Anhminh","Zearing","IA",42.15,-93.29,"Sat 3-6, Wed 6-9, Wed 6-9",26,0.78706734161824
314,"Mai, Shoshana","Model City","NY",NA,NA,"Mon 9-12, Fri 12-3",14,0.542466960148886
315,"Fickle, Whispar","Willard","OH",NA,NA,"Mon 9-12, Thu 9-12",14,0.701682153972797
316,"Baca, Jordan","Santa Rosa","CA",38.39,-122.75,"Sun 9-12, Sat 9-12",11,0.590109738404863
317,"Santillano, Mckenzie","Flint","MI",43.01,-83.8,"Thu 12-3, Sat 3-6",29,0.639546845457517
318,"Grandchamp, Joshua","Rochester","NY",NA,NA,"Mon 12-3, Wed 9-12",10,0.975801628897898
319,"Martinez, Adrian","Oakford","IN",NA,NA,"Thu 3-6, Tue 6-9, Mon 3-6",13,0.914411652134731
320,"Fitzsimons, Paige","Hastings","OK",34.22,-98.1,"Tue 3-6, Wed 3-6",22,0.838272513938136
321,"Puryear, Morgann","Prospect","VA",37.33,-78.56,"Mon 6-9, Sun 12-3",18,0.518175993580371
322,"Glaspie, Lanesha","New Orleans","LA",NA,NA,"Mon 6-9, Sun 6-9, Tue 6-9",27,0.507663486059755
323,"Moy, Rebecca","Groton","CT",NA,NA,"Fri 3-6, Mon 9-12",16,0.577459586667828
324,"al-Mohammad, Katheer","New Sweden","ME",46.98,-68.12,"Wed 9-12, Fri 12-3",30,0.584550878731534
325,"Morris, Leilani","Roanoke","VA",NA,NA,"Fri 12-3, Mon 6-9",21,0.531772357178852
326,"Stoker, Takarra","Prairie City","IL",40.6,-90.51,"Thu 9-12, Thu 9-12",21,0.825764368986711
327,"Mascarenas, Johnny","Millville","DE",38.55,-75.11,"Tue 9-12, Sat 12-3",30,0.959700732957572
328,"Maloy, Ian","New London","IA",40.9,-91.4,"Tue 12-3, Mon 6-9",20,0.705026619834825
329,"Putzstuck, Gabriel","Flint","MI",43.07,-83.63,"Sun 12-3, Mon 9-12",18,0.902951814816333
330,"el-Bashir, Hakeema","Wake","VA",37.57,-76.42,"Sat 12-3, Wed 12-3, Thu 6-9",27,0.586634069564752
331,"Smith, Ji","Silver Creek","MN",NA,NA,"Sat 3-6, Tue 3-6, Thu 6-9",18,0.51935418904759
332,"Freeman, Damion","Berino","NM",32.068,-106.621,"Tue 12-3, Tue 6-9",20,0.937068277737126
333,"Mccorkle, Taylor","Bison","KS",38.6,-99.2,"Wed 3-6, Thu 3-6",27,0.685582581907511
334,"el-Akel, Aaish","Belgrade","MN",45.5,-95,"Mon 6-9, Fri 6-9, Sun 6-9",18,0.997104025445879
335,"Luna, Xavier","Selma","AL",NA,NA,"Wed 9-12, Wed 12-3",30,0.904913416830823
336,"Bonner, Sabrina","Niagara Falls","NY",43.11,-79.02,"Wed 6-9, Wed 9-12, Tue 9-12",22,0.935466294060461
337,"Yu, Armond","Phenix City","AL",32.5,-85.03,"Tue 3-6, Sat 9-12, Thu 9-12",13,0.921908007818274
338,"el-Bagheri, Hamdaan","Port Lions","AK",58,-153,"Wed 6-9, Thu 12-3, Sun 9-12",26,0.8644886178663
339,"Hegstrom, Jamie","Stewartville","MN",43.9,-92.5,"Thu 12-3, Mon 9-12",21,0.971387977711856
340,"Zuni, Brandi","Madison","WI",NA,NA,"Sat 12-3, Mon 6-9, Sun 6-9",15,0.539064638782293
341,"Carrillo-Loera, Chantal","Malden","MA",42.43,-71.05,"Mon 6-9, Thu 6-9, Sun 6-9",28,0.737851901329122
342,"Aquilino, Devin","Deanville","TX",NA,NA,"Fri 9-12, Sat 6-9, Fri 6-9",15,0.93581607111264
343,"Pruit, Anthony","Screven","GA",31.5,-82,"Fri 12-3, Wed 3-6, Wed 3-6",28,0.887832102715038
344,"Palmer, Khalid","Tucson","AZ",NA,NA,"Sat 9-12, Sun 9-12, Sat 9-12",16,0.968150400673039
345,"Shrestha, Derick","Washington","DC",NA,NA,"Wed 3-6, Sat 3-6, Fri 9-12",23,0.75941043056082
346,"Hazel, Julanne","Broadbent","OR",42.97,-124.16,"Mon 12-3, Thu 3-6, Mon 12-3",24,0.52733181451913
347,"Nguyen-Huynh, Rachel","Huntsburg","OH",41.54,-81.07,"Tue 9-12, Tue 9-12, Thu 9-12",26,0.826116272364743
348,"Roybal, Kimberly","Lincolnwood","IL",42.01,-87.74,"Sun 9-12, Fri 9-12",29,0.863300811965019
349,"el-Sharif, Nadheera","Satartia","MS",32.63,-90.63,"Sat 9-12, Sat 9-12, Sat 6-9",21,0.610080309561454
350,"Vue, Sunshine","Junction City","KS",39,-96.8,"Thu 9-12, Mon 12-3",26,0.651712757651694
351,"Johnson, Melany","Cleveland","TX",30.3,-94.9,"Fri 3-6, Mon 12-3, Tue 9-12",18,0.700000998331234
352,"Oatman, Emily","Marina Del Rey","CA",33.98,-118.45,"Sun 9-12, Tue 6-9, Mon 6-9",17,0.713021118193865
353,"Esquivel, Justin","Birmingham","AL",33.54,-86.75,"Thu 9-12, Sun 12-3",27,0.773952561081387
354,"Garcia, Mario","Easton","PA",40.74,-75.22,"Thu 9-12, Sun 12-3, Fri 6-9",10,0.931668847100809
355,"Shepherd, Krista","Shawanee","TN",NA,NA,"Wed 3-6, Wed 12-3, Thu 9-12",27,0.987878717598505
356,"el-Samaan, Zuraara","Omaha","NE",NA,NA,"Fri 9-12, Tue 9-12, Wed 3-6",11,0.67738201469183
357,"Schneider, Ashley","Mendocino","CA",39.3,-123.7,"Sun 12-3, Wed 6-9, Fri 9-12",27,0.739039661595598
358,"Jennings, Katherine","Rock Hill","SC",NA,NA,"Fri 9-12, Tue 3-6, Fri 9-12",13,0.695093233836815
359,"Garza, Krystal","Greenup","IL",39.3,-88.1,"Mon 12-3, Sat 3-6",30,0.898710622568615
360,"Rivera, Michelle","Fort Buchanan","PR",18.4,-66.15,"Fri 12-3, Fri 9-12, Thu 9-12",17,0.79747999412939
361,"Kanchanlal, Christopher","Jackson","KY",37.5,-83.3,"Tue 9-12, Sat 3-6, Sun 6-9",24,0.829347343184054
362,"Lang, Aminaa","Midvale","UT",40.61,-111.89,"Fri 3-6, Sun 9-12, Fri 9-12",26,0.606708706938662
363,"Wu, Bryan","Los Angeles","CA",34.053,-118.245,"Sun 6-9, Fri 12-3",23,0.557584460941143
364,"Garcia, Rito","Elmendorf","TX",29.2,-98.4,"Thu 9-12, Sun 3-6, Fri 9-12",11,0.727417718735524
365,"Mckay, Ashley","North Charleston","SC",32.89,-80.06,"Wed 3-6, Mon 3-6, Thu 6-9",22,0.525979829835705
366,"Escalante, Karina","Cleveland","OH",41.39,-81.73,"Thu 6-9, Sat 6-9",24,0.69508601538837
367,"Thomas, Michael","Lantry","SD",45.02,-101.46,"Wed 9-12, Fri 9-12",19,0.918447341304272
368,"Victorino, Usman","Sandyville","WV",38.91,-81.62,"Mon 3-6, Sat 9-12, Fri 12-3",28,0.570711620268412
369,"Xatkoun, Nishika","Harpersville","AL",33.33,-86.45,"Tue 6-9, Thu 6-9",28,0.930542150395922
370,"Clayton, Mariah","Rochester","NY",NA,NA,"Wed 9-12, Fri 9-12",28,0.98652143869549
371,"Clark, Sonim","Lake Bronson","MN",48.8,-96.6,"Thu 12-3, Mon 3-6, Tue 12-3",28,0.517727467697114
372,"Kostoff, Toshal","Carson City","NV",NA,NA,"Wed 12-3, Fri 12-3",30,0.760482102865353
373,"al-Zaman, Lateefa","New Castle","NH",43.06,-70.72,"Sat 6-9, Fri 6-9, Wed 3-6",21,0.85792143328581
374,"Keyes Maudelonde, Meron","Milliken","CO",40.35,-104.83,"Tue 6-9, Sat 6-9",23,0.540835226420313
375,"Kunimune, Wendy","Java Center","NY",42.66,-78.39,"Wed 6-9, Sat 6-9",10,0.952856006915681
376,"Schubert, Candice","Marionville","MO",37,-93.6,"Fri 12-3, Wed 12-3",23,0.926743056741543
377,"Choe, Janna","Braidwood","IL",41.25,-88.22,"Thu 12-3, Mon 3-6, Sat 3-6",16,0.534372162655927
378,"Mccarthy, Jayden","Beloit","WI",NA,NA,"Thu 3-6, Mon 6-9, Sat 12-3",15,0.825287872576155
379,"Barto, Kaleb","Livonia","NY",42.81,-77.62,"Mon 9-12, Mon 9-12, Sat 12-3",25,0.657538361963816
380,"Park, Brooke","Sharon","VT",43.79,-72.42,"Wed 3-6, Fri 6-9",14,0.943827677867375
381,"Griego, Marixa","Delia","KS",39.3,-95.9,"Sat 9-12, Thu 6-9, Thu 9-12",24,0.976241350639611
382,"el-Habibi, Majdiyya","Williamsport","MD",39.59,-77.82,"Sat 6-9, Wed 9-12, Sun 6-9",23,0.841761487536132
383,"Bui, Johnny","Cleveland","OH",41.45,-81.7,"Tue 12-3, Tue 3-6",10,0.848252882482484
384,"Smith, Dakota","The Villages","FL",28.92,-82,"Wed 9-12, Thu 6-9, Wed 6-9",12,0.745980313629843
385,"Schipper, Cole","Whitewater","CO",38.8,-108.4,"Thu 6-9, Fri 9-12",25,0.590986580005847
386,"Brooks, Keith","Sebring","FL",NA,NA,"Sat 9-12, Wed 3-6, Sun 9-12",15,0.572867963812314
387,"Bonilla, Keenan","Bourbon","IN",41.3,-86.1,"Mon 12-3, Fri 3-6",18,0.633125682361424
388,"Neubert, Kiera","Saint Johns","FL",30.1,-81.6,"Tue 12-3, Sun 6-9, Wed 6-9",25,0.558942611445673
389,"Aragon, Claudia","Talent","OR",42.2,-122.8,"Thu 3-6, Tue 12-3, Tue 12-3",14,0.575680489069782
390,"Avila, Frank","Sandy","UT",NA,NA,"Sun 6-9, Tue 12-3",17,0.908129060524516
391,"el-Khawaja, Tufail","Moravia","IA",40.9,-92.9,"Tue 12-3, Sun 12-3, Mon 12-3",28,0.659863695851527
392,"Reilly, Dylan","Olivebridge","NY",41.91,-74.27,"Sun 3-6, Sat 12-3",11,0.694761157617904
393,"Nagashima, Somarrey","Hickory Plains","AR",NA,NA,"Wed 9-12, Mon 12-3",13,0.897605619509704
394,"el-Dia, Sahla","Guild","TN",35.02,-85.55,"Sat 9-12, Wed 6-9, Fri 6-9",10,0.61050515982788
395,"Denny, Nicholas","Vienna","GA",32.1,-83.8,"Sun 6-9, Thu 9-12",27,0.591640141210519
396,"al-Srour, Haitham","Grove","OK",36.6,-94.7,"Thu 3-6, Sat 12-3, Sun 3-6",25,0.865838270983659
397,"Latham, Louis","East Saint Louis","IL",38.57,-90.16,"Wed 3-6, Wed 12-3, Wed 9-12",26,0.67985990550369
398,"Olivas, Jenifer","Edgartown","MA",41.39,-70.53,"Fri 9-12, Wed 9-12",28,0.545186582719907
399,"Wynne, Joseph","Jackson","MS",32.29,-90.18,"Fri 3-6, Sun 3-6",11,0.916476397193037
400,"Montgomery, Deangelo","Lowden","IA",41.87,-90.96,"Sun 6-9, Wed 9-12, Fri 9-12",12,0.97569445555564
401,"Pablo, Jade","Lincoln","NM",33.5,-105.4,"Tue 3-6, Sat 9-12",11,0.598113476764411
402,"Chan, Dongwoo","Winona","MS",33.5,-89.7,"Thu 9-12, Wed 6-9, Sat 12-3",11,0.768830370856449
403,"Jackson, Evan","Santa Claus","IN",38.1,-86.92,"Wed 3-6, Thu 12-3, Sat 3-6",11,0.601211175089702
404,"Brett, Kevin","Alligator","MS",34.2,-90.8,"Sat 6-9, Thu 9-12",12,0.797867400106043
405,"Barraza Contreras, Omar","Saint Paul","MN",NA,NA,"Wed 9-12, Mon 12-3, Thu 9-12",18,0.928906045272015
406,"Sanchez, Jeanette","Oak Hill","OH",38.9,-82.6,"Fri 12-3, Fri 6-9",11,0.672820079373196
407,"Barnes, Tjarna","Lexington","KY",38.08,-84.37,"Wed 6-9, Tue 12-3",26,0.715774200041778
408,"Dupree, Rajon","Mc Dermitt","NV",41.997,-117.719,"Sat 12-3, Thu 12-3, Sat 9-12",24,0.891391886281781
409,"Pirzadeh, Hannah","Center Point","TX",29.9,-99.1,"Tue 12-3, Sat 6-9, Tue 6-9",18,0.636715542525053
410,"Stogdill, Merrick","Montour","IA",41.97,-92.7,"Tue 9-12, Wed 12-3, Tue 12-3",12,0.801712742191739
411,"Rivera, Anna","Brady","MT",48,-111.6,"Thu 3-6, Fri 12-3",25,0.842497190809809
412,"el-Hoque, Shaamil","Spartanburg","SC",34.9,-81.92,"Fri 3-6, Mon 12-3, Thu 12-3",16,0.57982743147295
413,"Siguenza, Alexis","Mobile","AL",NA,NA,"Fri 6-9, Mon 3-6, Tue 3-6",27,0.865526396082714
414,"Spradley, Joshua","Scott Depot","WV",38.44,-81.89,"Sat 6-9, Thu 12-3",18,0.828256927081384
415,"Kabotie, Jessica","Cameron","NY",42.21,-77.44,"Sun 6-9, Sun 12-3, Sat 3-6",30,0.546535308705643
416,"Kimble, Taylor","Corpus Christi","TX",27.77,-97.45,"Wed 9-12, Sat 3-6, Tue 3-6",24,0.758884046808816
417,"King, Sandra","Follansbee","WV",40.34,-80.57,"Sat 9-12, Sun 9-12, Mon 9-12",20,0.973063882091083
418,"Cobb, Isaiah","Apopka","FL",28.7,-81.5,"Fri 3-6, Wed 12-3, Fri 3-6",29,0.704653079505078
419,"el-Mustafa, Azhaar","Douglas","AK",58.25,-134.39,"Tue 6-9, Thu 12-3, Fri 3-6",13,0.578014083206654
420,"Davis, Kala","Palm Harbor","FL",28.09,-82.77,"Wed 3-6, Tue 9-12, Wed 9-12",19,0.610981059726328
421,"Musgrave, Sabastian","Phoenix","AZ",NA,NA,"Mon 6-9, Sun 6-9",18,0.770962391863577
422,"Her, Tina","Princeton","NJ",40.4,-74.7,"Sun 6-9, Wed 12-3",14,0.988806818262674
423,"Castro, Savannah","Nichols","NY",42.04,-76.37,"Sat 6-9, Mon 9-12, Fri 9-12",23,0.836411383934319
424,"Berrum-Martinez, David","Bentley","KS",37.887,-97.517,"Wed 3-6, Tue 3-6, Fri 12-3",23,0.556009163847193
425,"Farquhar, Alexander","Wilmington","NC",34.27,-77.86,"Sun 6-9, Mon 12-3",14,0.975398077396676
426,"Aguilar, Christian","Fort Worth","TX",32.78,-97.51,"Fri 3-6, Tue 9-12, Mon 9-12",17,0.722708138055168
427,"Carrannante, Justin","Balmorhea","TX",31,-103.7,"Sun 6-9, Fri 3-6",10,0.838370365905575
428,"Sianez-Parra, Ossiris","Saint Louis","MO",38.71,-90.46,"Sun 12-3, Wed 9-12",19,0.623111408320256
429,"Russell, Daisha","Overton","TX",32.3,-94.9,"Mon 12-3, Thu 6-9",16,0.945805777329952
430,"al-Bahri, Zaahir","Hialeah","FL",25.86,-80.27,"Sun 3-6, Sat 6-9, Thu 6-9",17,0.847628470393829
431,"el-Madani, Jaadallah","Pilgrims Knob","VA",37.27,-81.89,"Thu 12-3, Sun 6-9",24,0.759382920456119
432,"el-Rashid, Fayyaad","Kansas City","MO",NA,NA,"Sat 3-6, Mon 3-6",26,0.829059123643674
433,"Fukutome, Anthony","Marine","IL",38.78,-89.79,"Mon 3-6, Sun 12-3, Mon 9-12",16,0.768554453738034
434,"el-Ghani, Farhaana","Pomeroy","WA",46.3,-117.5,"Thu 9-12, Fri 3-6, Fri 9-12",29,0.70151494606398
435,"Wedel, Brian","Milburn","OK",34.19,-96.51,"Fri 6-9, Sun 6-9",16,0.559407017659396
436,"Arb, Kegan","Carlsbad","CA",33.13,-117.31,"Mon 6-9, Sat 12-3",21,0.707051154458895
437,"Gonzales, Mario","Delmar","DE",38.5,-75.5,"Tue 6-9, Fri 6-9, Sun 6-9",25,0.99545785819646
438,"Betts-White, Alyce","Leland","NC",34.2,-78.1,"Fri 3-6, Wed 12-3, Tue 6-9",17,0.624112735735252
439,"Do, Jeremiah","New Rockford","ND",47.7,-99.1,"Fri 12-3, Wed 3-6",14,0.804521986283362
440,"Silas, Gina","Shreveport","LA",NA,NA,"Mon 3-6, Sat 6-9, Sat 12-3",26,0.896545837400481
441,"Villanueva, Zachary","Harrisburg","PA",40.27,-76.86,"Mon 6-9, Sun 9-12",19,0.974269104655832
442,"Gonzales, Peter","New Baden","TX",NA,NA,"Fri 12-3, Sun 9-12, Fri 3-6",23,0.521257023909129
443,"North, Chase","Smithville","AR",36.1,-91.3,"Sun 9-12, Wed 3-6, Wed 12-3",23,0.795927378465421
444,"Barnes, Juan","Tyndall","SD",43,-97.9,"Tue 12-3, Sun 3-6, Mon 12-3",20,0.909411582164466
445,"al-Lodi, Tammaam","Fedora","SD",44,-97.8,"Mon 3-6, Fri 3-6, Thu 9-12",23,0.587535016238689
446,"Song, My","Underhill Center","VT",NA,NA,"Tue 6-9, Tue 12-3, Tue 6-9",16,0.52957480493933
447,"Pona, Bella","Troy","WV",39.07,-80.78,"Sun 9-12, Sun 6-9",30,0.927995229605585
448,"Broeren, Taylor","Simi Valley","CA",34.27,-118.79,"Sun 6-9, Wed 3-6, Wed 3-6",20,0.755607521976344
449,"Martinez, Alejandra","Spokane","WA",NA,NA,"Thu 12-3, Fri 3-6, Sun 12-3",17,0.907302779494785
450,"Ellis, Anthony","Saginaw","MN",46.9,-92.4,"Sat 6-9, Sun 12-3",28,0.559007828007452
451,"Gary, Nola","Garrisonville","VA",NA,NA,"Sat 12-3, Mon 9-12",24,0.636860078782775
